fecha;area;linea;pn;hora_paro;hora_arranque;diferencia_minutos;categoria;estacion;modo_falla;descripcion_modo_falla;descripcion,,,,,,
2025-03-29;REA;Actuadores;3140CA029;17:20;17:25;5;Equipment Fault;Main conveyor;Main conveyor;Motor;motor desfazaado de la flecha,,,,,,
2025-03-29;REA;Actuadores;3140CA029;17:58;17:59;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;18:02;18:04;2;Equipment Fault;Robots;R70;Vacuum system;ventosa caida (se remplazaron),,,,,,
2025-03-29;REA;Actuadores;3140CA029;19:30;19:33;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;se engraso bastagos del cilindro,,,,,,
2025-03-29;REA;Actuadores;3140CA029;20:10;20:11;1;Equipment Fault;CHW;St2;Vacuum system;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;20:18;20:20;2;Equipment Fault;MAT;St3;Feeder;tornillos atorados en riel,,,,,,
2025-03-29;REA;Actuadores;3140CA029;20:19;20:20;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,
2025-03-29;REA;Actuadores;3140CA029;20:24;20:25;1;Equipment Fault;CHW;St2;Vacuum system;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;20:40;20:41;1;Equipment Fault;CHW;St2;Vacuum system;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;20:52;20:53;1;Equipment Fault;CHW;St2;Vacuum system;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:07;21:08;1;Equipment Fault;CHW;St2;Vacuum system;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:12;21:13;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:26;21:27;1;Equipment Fault;915;915;Dart sensor;se le cayo la ogiva,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:41;21:42;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:45;21:47;2;Equipment Fault;USW;St11;Weld NOK;cambio de cinta y limpieza por alto scrap,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:51;21:52;1;Equipment Fault;MAT;St6;Dispensation system;se desconecto manguera de aire,,,,,,
2025-03-29;REA;Actuadores;3140CA029;21:55;21:56;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;,,,,,,
2025-03-29;REA;Actuadores;3140CA029;22:27;22:28;1;Equipment Fault;CHW;St2;Vacuum system;,,,,,,
2025-03-31;REA;Actuadores;3140CA029;07:00;08:13;73;Quality;REA;General;SOP;Liberación Lunes,,,,,,
2025-03-31;REA;Actuadores;3140CA029;08:13;08:20;7;Production;REA;General;No staff;Atendiendo Moldeo,,,,,,
2025-03-31;REA;Actuadores;3140CA029;08:30;08:34;4;Equipment Fault;CAW;CPA;SCARA;Falla robot, se queda en zona de pick,,,,,
2025-03-31;REA;Actuadores;3140CA029;08:34;08:42;8;Equipment Fault;REA;General;Pneumatic System;Falla compresor,,,,,,
2025-03-31;REA;Actuadores;3140CA029;08:44;08:50;6;Maintenance;CHW;Consumables;Chip reel;Cambio de chip,,,,,,
2025-03-31;REA;Actuadores;3140CA029;08:50;08:54;4;Equipment Fault;CAW;CPA;SCARA;Falla robot, se queda en zona de pick,,,,,
2025-03-31;REA;Actuadores;3140CA029;09:13;09:16;3;Equipment Fault;CAW;CPA;SCARA;Falla robot, se queda en zona de pick,,,,,
2025-03-31;REA;Actuadores;3140CA029;09:32;09:39;7;Equipment Fault;CAW;CPA;SCARA;Falla robot, se queda en zona de pick,,,,,
2025-03-31;REA;Actuadores;3140CA029;09:45;10:03;18;Equipment Fault;CAW;CPA;SCARA;Se reinicia equipo completo, Falla robot, se queda en zona de pick,,,,
2025-03-31;REA;Actuadores;3140CA029;10:50;10:51;1;Equipment Fault;Robots;R80;Incorrect pick/place;Gripper atorado en 974,,,,,,
2025-03-31;REA;Actuadores;3140CA029;10:14;10:24;10;Equipment Fault;CAW;CPA;SCARA;Falla robot, se queda en zona de pick,,,,,
2025-03-31;REA;Actuadores;3140CA029;11:01;11:02;1;Equipment Fault;731;731;Feed piston;Falla al solter pin en cavidad, cae sobre pallet y causa scraps en 730,,,,,
2025-03-31;REA;Actuadores;3140CA029;11:05;11:08;3;Equipment Fault;Robots;R75;Motion supervision/Joint collision;Falla al ensamblar cover,,,,,,
2025-03-31;REA;Actuadores;3140CA029;11:45;11:47;2;Equipment Fault;Robots;R75;Motion supervision/Joint collision;Falla al ensamblar cover,,,,,,
2025-03-31;REA;Actuadores;3140CA029;11:42;11:45;3;Equipment Fault;USW;St11;Branson;buje de body se sale por proceso de vibracion,,,,,,
2025-03-31;REA;Actuadores;3140CA029;12:01;12:10;9;Equipment Fault;EOL;St4;CRIO NOK;Falla Crio requiere reinicio de aplicacion, despues gripper se queda atorado,,,,,
2025-03-31;REA;Actuadores;3140CA029;11:25;11:26;1;Equipment Fault;MAT;St3;Feeder;tornillos atorados en riel,,,,,,
2025-03-31;REA;Actuadores;3140CA029;12:30;12:31;1;Equipment Fault;Main conveyor;Main conveyor;Singulator NOK;pallet atorado por singulator,,,,,,
2025-03-31;REA;Actuadores;3140CA029;12:47;12:49;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;No abrio gripper 1,,,,,,
2025-03-31;REA;Actuadores;3140CA029;13:02;13:05;3;Equipment Fault;USW;St14;Lower Jig;rebaba genera scraps, limpieza,,,,,
2025-03-31;REA;Actuadores;3140CA029;15:12;15:15;3;Equipment Fault;Robots;R70;NOK material;se le cae bentosa,,,,,,
2025-03-31;REA;Actuadores;3140CA029;15:23;15:25;2;Equipment Fault;Conveyors;General;Waiting for spare part;pallet atorado,,,,,,
2025-03-31;REA;Actuadores;3140CA029;20:17;20:19;2;Equipment Fault;731;731;Tool ;pin mal posicionado,,,,,,
2025-03-31;REA;Actuadores;3140CA029;20:37;20:40;3;Equipment Fault;Robots;R80;Gripper/tool adjustments;gripper no abre,,,,,,
2025-03-31;REA;Actuadores;3140CA029;21:07;21:10;3;Equipment Fault;Robots;R70;Gripper/tool adjustments;no pone bien cover,,,,,,
2025-03-31;REA;Actuadores;3140CA029;21:21;21:23;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abre gripper se queda en scrap,,,,,,
2025-03-31;REA;Actuadores;3140CA029;20:57;21:01;4;Production;MAT;St3;Feeder;se queda sin material (tornillo),,,,,,
2025-03-31;REA;Actuadores;3140CA029;22:30;22:38;8;Maintenance;REA;General;Checklist;Checklist,,,,,,
2025-03-31;REA;Actuadores;3140CA029;23:12;23:20;8;Equipment Fault;EOL;St4;Gripper NOK;Proceso lento por fallo en St4 torque RMS, al repetir pasa como OK, revision en el gripper, no se encuentra nada inusual,,,
2025-04-01;REA;Actuadores;3140CA029;03:27;03:42;15;Equipment Fault;EOL;St4;Gripper NOK;Proceso muy lento por repeticion en inspecciones, revision, reinicio, se buscan ajustes o causas,,,
2025-04-01;REA;Actuadores;3140CA029;02:44;02:52;8;Maintenance;REA;General;Checklist;Checklist 500 pz,,,,,,
2025-04-01;REA;Actuadores;3140CA029;03:47;04:00;13;Equipment Fault;EOL;General;Safety system;Equipo se alarma, index queda en medio de giro, despues no responde  y no es posible restablecer. Al responder se manda todo a scrap,,,,
2025-04-01;REA;Actuadores;3140CA029;07:00;07:30;30;Maintenance;REA;General;Checklist;Mantenimiento general,,,,,,
2025-04-01;REA;Actuadores;3140CA029;07:53;08:02;9;Equipment Fault;USW;St11;Weld NOK;Scraps continuas, ajustar parametros y colocar cinta,,,,,
2025-04-01;REA;Actuadores;3140CA029;08:04;08:11;7;Equipment Fault;CAW;General;Software/PC;Sistema de vision NOK, scraps continuos, area de inspeccion desfasada,,,,
2025-04-01;REA;Actuadores;3140CA029;08:40;08:45;5;Equipment Fault;USW;St11;Weld NOK;Scraps, ajustar parametros /  cinta,,,,,
2025-04-01;REA;Actuadores;3140CA029;09:20;09:30;10;Equipment Fault;Robots;R80;Incorrect pick/place;Se atora repetidas veces, Revisar posiciones R80,,,,,
2025-04-01;REA;Actuadores;3140CA029;10:55;11:05;10;Equipment Fault;USW;St11;Weld NOK;Scraps continuas, ajustar parametros y colocar cinta,,,,,
2025-04-01;REA;Actuadores;3140CA029;11:36;11:50;14;Equipment Fault;USW;St11;Weld NOK;Scraps continuos, ajustar parametros,,,,,
2025-04-01;REA;Actuadores;3140CA029;12:30;15:00;150;Equipment Fault;USW;St11;Weld NOK;Soldadura nok, ajustar y revisar parametros,,,,,
2025-03-31;REA;Actuadores;3140CA029;13:06;13:10;4;Quality;EOL;General;Scrapbox full;Scrapbox lleno,,,,,,
2025-03-31;REA;Actuadores;3140CA029;13:23;15:00;97;Equipment Fault;CAW;LWS;NOK Condition;Soldadura desfasada derivada de apagon de equipo, centrar samlight,,,,,
2025-04-01;REA;Actuadores;3140CA029;15:12;15:15;3;Equipment Fault;Robots;R75;Module error;gripper no abre,,,,,,
2025-04-01;REA;Actuadores;3140CA029;15:24;15:29;5;Equipment Fault;Robots;R80;Module error;gripper se queda sin abrir,,,,,,
2025-04-01;REA;Actuadores;3140CA029;15:42;15:45;3;Equipment Fault;Conveyors;General;NOK material;oghiva no detectada por sensor,,,,,,
2025-04-01;REA;Actuadores;3140CA029;15:51;15:55;4;Equipment Fault;Conveyors;General;PLC ;modulo no cierra y pallet no avanza.,,,,,,
2025-04-01;REA;Actuadores;3140CA029;16:06;16:10;4;Equipment Fault;Conveyors;General;NOK material;limpieza de ogivas,,,,,,
2025-04-01;REA;Actuadores;3140CA029;16:21;16:23;2;Equipment Fault;Robots;R80;PLC ;no abre gripper,,,,,,
2025-04-01;REA;Actuadores;3140CA029;16:44;16:47;3;Equipment Fault;Robots;R70;Vacuum system;no agarra gear,,,,,,
2025-04-01;REA;Actuadores;3140CA029;16:52;16:55;3;Equipment Fault;Conveyors;General;NOK material;no detecta pallet,,,,,,
2025-04-01;REA;Actuadores;3140CA029;17:12;17:15;3;Equipment Fault;USW;St11;Weld NOK;scrap,,,,,,
2025-04-01;REA;Actuadores;3140CA029;17:24;17:27;3;Equipment Fault;CHW;St2;Vacuum system;chip atorado en gig,,,,,,
2025-04-01;REA;Actuadores;3140CA029;17:37;17:40;3;Equipment Fault;Conveyors;General;PLC ;sensor no detecta ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;17:55;17:59;4;Equipment Fault;CHW;Consumables;Argon dispensatio;cambio de tambo,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:12;18:15;3;Equipment Fault;Robots;R75;NOK material;no lee ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:21;18:25;4;Equipment Fault;CHW;St2;Vacuum system;chip atorado en gij,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:34;18:37;3;Equipment Fault;Robots;R70;NOK material;tira grea,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:45;18:48;3;Equipment Fault;USW;General;NOK material;limpieza de gij,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:21;18:23;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:37;18:39;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:41;18:44;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;18:49;18:51;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;19:03;19:06;3;Equipment Fault;USW;General;Waiting for spare part;ajuste de collapse 0.95 a 0.94,,,,,,
2025-04-01;REA;Actuadores;3140CA029;20:06;20:09;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;sing 22 RFID falla,,,,,,
2025-04-01;REA;Actuadores;3140CA029;20:12;20:14;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;RFID falla,,,,,,
2025-04-01;REA;Actuadores;3140CA029;20:16;20:18;2;Equipment Fault;Robots;R75;NOK material;no pone cover,,,,,,
2025-04-01;REA;Actuadores;3140CA029;20:34;20:42;8;Production;REA;General;NOK material;motor al revez,,,,,,
2025-04-01;REA;Actuadores;3140CA029;20:39;20:42;3;Equipment Fault;731;731;Tool ;pin chueco,,,,,,
2025-04-01;REA;Actuadores;3140CA029;21:06;21:08;2;Equipment Fault;Robots;R70;NOK material; al ensamblar no abre gripper,,,,,,
2025-04-01;REA;Actuadores;3140CA029;21:14;21:16;2;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,
2025-04-01;REA;Actuadores;3140CA029;21:17;21:19;2;Equipment Fault;Robots;R70;NOK material;ajuste de locking 24,,,,,,
2025-04-01;REA;Actuadores;3140CA029;21:20;21:22;2;Equipment Fault;Robots;R80;Waiting for spare part;se atora ed st 974,,,,,,
2025-04-01;REA;Actuadores;3140CA029;21:26;21:28;2;Quality;Main conveyor;Main conveyor;Inductive sensor;sensor no lee ogiva,,,,,,
2025-04-01;REA;Actuadores;3140CA029;22:02;22:04;2;Production;Robots;R38;NOK material;motor al revez,,,,,,
2025-04-01;REA;Actuadores;3140CA029;22:30;22:41;11;Maintenance;REA;General;Checklist;Checklist,,,,,,
2025-04-01;REA;Actuadores;3140CA029;23:20;23:26;6;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Ajuste altura de sensor tras fallos repetitivos,,,,,,
2025-04-02;REA;Actuadores;3140CA029;00:03;00:11;8;Equipment Fault;USW;St11;Weld NOK;Alto scrap, se revisan piezas se encuentra overweld. Se reduce amplitud de 65% a 64%, se quita el pretrigger, se aumenta colapso de 0.93 a 0.95,,,
2025-04-02;REA;Actuadores;3140CA029;00:16;00:22;6;Equipment Fault;915;915;Dart sensor;Paros repetitivos por sensor no detectando ogiva, se ajusta sensor, al continuar la falla se quita brillo de ogivas con estopa roja,,,,
2025-04-02;REA;Actuadores;3140CA029;00:29;00:30;1;Equipment Fault;620;620;Tool ;No toma correctamente el bearing,,,,,,
2025-04-02;REA;Actuadores;3140CA029;13:15;13:22;7;Equipment Fault;Robots;R75;Gripper/tool adjustments;Fallas repetitivas al ensamblar el cover, se coloca cinta en el gripper para mas agarre,,,,,
2025-04-02;REA;Actuadores;3140CA029;03:41;03:53;12;Equipment Fault;Robots;R75;Gripper/tool adjustments;No toma corretcamente el cover y falla al ensamblar,,,,,,
2025-04-02;REA;Actuadores;3140CA029;04:02;04:09;7;Equipment Fault;USW;St11;Weld NOK;Scrap alto,,,,,,
2025-04-02;REA;Actuadores;3140CA029;05:33;05:50;17;Equipment Fault;USW;St11;Weld NOK;Se presen,,,,,,
2025-04-02;REA;Actuadores;3140CA029;06:12;06:24;12;Equipment Fault;CCC;General;Software/PC;App y PC no responden,,,,,,
2025-04-02;REA;Actuadores;3140CA029;06:30;06:33;3;Maintenance;CAW;Consumables;Nitrogen;Cambio tanque,,,,,,
2025-04-02;REA;Actuadores;3140CA029;07:00;07:10;10;Maintenance;REA;General;Checklist;Checklist y revision soldadura USW,,,,,,
2025-04-02;REA;Actuadores;3140CA029;07:22;07:45;23;Equipment Fault;USW;St11;Weld NOK;Scraps continuos, paradas constantes por ajuste de parametros,,,,,
2025-03-31;REA;Actuadores;3140CA029;17:20;20:05;165;Equipment Fault;Robots;R75;TBD;soporte de mangueras se quebro,,,,,,
2025-04-02;REA;Actuadores;3140CA029;08:46;08:53;7;Equipment Fault;USW;St11;Weld NOK;Scraps continuos, cambio de soporte esponja,,,,,
2025-04-02;REA;Actuadores;3140CA029;09:10;09:15;5;Equipment Fault;USW;St11;Weld NOK;Scraps, cambio de esponja,,,,,
2025-04-02;REA;Actuadores;3140CA029;09:25;09:35;10;Equipment Fault;USW;St11;Weld NOK;Scraps, amp de 66% a 64%, ajuste en soporte y cambio de esponja,,,,
2025-04-02;REA;Actuadores;3140CA029;10:40;15:00;260;Equipment Fault;USW;St11;Branson;Sonotrodo NOK, constante scrap, instalacion de sonotrodo 129-504T,,,,
2025-04-03;REA;Actuadores;3140CA029;07:10;07:25;15;Production;REA;General;Scheduled production stop;En espera de instrucciones Plan de producción,,,,,,
2025-04-03;REA;Actuadores;3140CA029;07:25;07:40;15;Quality;REA;General;Scheduled production stop;En espera de vaciado de scrapbox después de retrabajo,,,,,,
2025-04-03;REA;Actuadores;3140CA028;22:32;22:37;5;Equipment Fault;CHW;St4;Pressor;Se ajusta pressor y samlight, como tambien se ajusta flujo de argon,,,,,
2025-04-03;REA;Actuadores;3140CA028;22:35;22:40;5;Maintenance;USW;St14;Lower Jig;Se hace checklist a usw,,,,,,
2025-04-03;REA;Actuadores;3140CA028;23:02;23:06;4;Quality;CHW;General;Scrapbox full;Scrab box full,,,,,,
2025-04-03;REA;Actuadores;3140CA028;23:11;23:13;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Pallet atorado,,,,,,
2025-04-03;REA;Actuadores;3140CA028;23:23;23:28;5;Equipment Fault;USW;St11;Jig;Se cambia esponja para nivelar actuador,,,,,,
2025-04-04;REA;Actuadores;3140CA028;00:20;00:22;2;Equipment Fault;Robots;R80;Incorrect pick/place;Gripper no abre en estacion 974,,,,,,
2025-04-04;REA;Actuadores;3140CA028;00:27;00:34;7;Equipment Fault;EOL;General;NOK material;Se revisan conexiones por scrap repetitivo en jig,,,,,,
2025-04-04;REA;Actuadores;3140CA028;00:36;00:38;2;Equipment Fault;Robots;R80;Incorrect pick/place;Gripper no abre correctamente en estacion 974,,,,,,
2025-04-04;REA;Actuadores;3140CA028;00:40;00:52;12;Equipment Fault;CAW;Jig/Index;Ingun actuator;Se ajusta posicion de ingun, para que hiciera buen contacto,,,,,
2025-04-04;REA;Actuadores;3140CA028;01:25;01:55;30;Equipment Fault;Robots;R80;Incorrect pick/place;Se ajusta posicion de gripper y se ajusta tornilleria,,,,,,
2025-04-04;REA;Actuadores;3140CA028;02:13;02:19;6;Equipment Fault;EOL;General;Software/PC;Se reicinia crio y aplicacion por error ptc,,,,,,
2025-04-04;REA;Actuadores;3140CA028;02:32;03:28;56;Equipment Fault;Aux;710;Electrical system;Conector de sensor en mal estado por moviento de estacion.se extiende tiempo de falla por falta de llaves allen para sensores,,,,,,
2025-04-04;REA;Actuadores;3140CA028;05:21;05:24;3;Quality;EOL;General;Scrapbox full;Scrap box full,,,,,,
2025-04-04;REA;Actuadores;3140CA028;05:25;05:30;5;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Pallet atorado, repitio falla dos veces seguidas,,,,,
2025-04-04;REA;Actuadores;3140CA028;05:50;05:56;6;Equipment Fault;EOL;Jigs;Pogopins;Sensor no llegaba a posicion final,,,,,,
2025-04-04;REA;Actuadores;3140CA028;05:58;06:00;2;Equipment Fault;731;731;Bowl/Lineal feeder;Cilindro lineal no regresaba a posicion, se reinicia ciclo,,,,,
2025-04-04;REA;Actuadores;3140CA028;06:10;06:13;3;Equipment Fault;USW;St14;Lower Jig;Se hace limpieza de jig por rebaba acumulada,,,,,,
2025-04-04;REA;Actuadores;3140CA028;06:16;06:24;8;Equipment Fault;EOL;St2;CRIO NOK;falla de st 2, repite prueba, se verifica que no sea el jig,,,,
2025-04-04;REA;Actuadores;3140CA028;06:25;06:31;6;Equipment Fault;CAW;CPA;Feeder;Crank atorado time out ,,,,,,
2025-04-04;REA;Actuadores;3140CA028;06:34;06:38;4;Equipment Fault;USW;St14;Lower Jig;Se limpia jig por scrap, rebaba acumulada,,,,,
2025-04-04;REA;Actuadores;3140CA028;12:25;12:28;3;Maintenance;MAT;Consumables;Grease;cambio de grasa,,,,,,
2025-04-04;REA;Actuadores;3140CA028;22:47;22:52;5;Quality;EOL;General;Scrapbox full;Scrap box full,,,,,,
2025-04-04;REA;Actuadores;3140CA028;11:06;11:11;5;Equipment Fault;EOL;St2;Gripper NOK;Revision de gripper por alto scrap,,,,,,
2025-04-04;REA;Actuadores;3140CA028;11:22;11:27;5;Equipment Fault;EOL;General;Software/PC;Reinicio de app por alto scrap en st 1,,,,,,
2025-04-04;REA;Actuadores;3140CA028;11:33;11:37;4;Equipment Fault;EOL;Jigs;Jig actuator;Revision de cableado por scrap repetitivo en jig 3 y 4,,,,,,
2025-04-05;REA;Actuadores;3140CA028;00:13;00:21;8;Quality;EOL;General;NOK material;Material mezclado, actuador completo con codigo con retrabajo,,,,,
2025-04-05;REA;Actuadores;3140CA028;00:35;01:06;31;Equipment Fault;EOL;General;NOK material;Material con otro angulo fallaba en st 2, se sortea material de retrabajo antes de meter a proceso,,,,,
2025-04-05;REA;Actuadores;3140CA028;02:08;04:06;118;Production;REA;General;Change Over;Calibracion de gripper para cambia a 027 ,,,,,,
2025-04-05;REA;Actuadores;3140CA027;04:20;04:28;8;Equipment Fault;REA;General;Pneumatic System;Compressor alarmado,,,,,,
2025-04-03;REA;Actuadores;3140CA028;22:50;22:53;3;Equipment Fault;MAT;St3;INTOCO;Tornillo atorado,,,,,,
2025-04-04;REA;Actuadores;3140CA028;22:32;22:42;10;Equipment Fault;EOL;St2;Gripper NOK;Recalibracion de gripper st2,,,,,,
2025-04-04;REA;Actuadores;3140CA028;11:35;11:55;20;Equipment Fault;USW;St14;Lower Jig;scraps continuos", mantenimiento a jig,,,,,
2025-04-04;REA;Actuadores;3140CA028;09:25;09:28;3;Equipment Fault;EOL;St3;Gripper NOK;scraps, recalibrar,,,,,
2025-04-04;REA;Actuadores;3140CA028;08:36;08:37;1;Equipment Fault;Aux;910;;Ojiva cae,,,,,,
2025-04-04;REA;Actuadores;3140CA028;08:24;08:26;2;Equipment Fault;Main conveyor;Main conveyor;;Pallet atorado en guias,,,,,,
2025-04-04;REA;Actuadores;3140CA028;08:17;08:21;4;Equipment Fault;EOL;St2;Gripper NOK;scraps, recalibracion,,,,,
2025-04-04;REA;Actuadores;3140CA028;08:12;08:13;1;Equipment Fault;Aux;910;;Se cae ojiva,,,,,,
2025-04-04;REA;Actuadores;3140CA028;08:00;08:04;4;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;Pallet avanza por falla en sensor 2 veces, se limpia,,,,,
2025-04-04;REA;Actuadores;3140CA028;07:40;07:43;3;Equipment Fault;Robots;R70;Vacuum system;Ventosas rotas, cambio despues de vacumm off,,,,,
2025-04-04;REA;Actuadores;3140CA028;07:15;07:20;5;Maintenance;REA;General;Checklist;Ademas se sacan muestras SOP,,,,,,
2025-04-03;REA;Actuadores;3140CA028;10:07;15:00;293;Quality;REA;General;Change Over;En espera de liberacion, se pasan masters y mediciones,,,,,
2025-04-03;REA;Actuadores;3140CA028;08:10;10:07;117;Maintenance;REA;General;Change Over;Set up CAW, EOL y etc. se sacan muestras,,,,,
2025-03-29;REA;Actuadores;3140CA029;23:53;23:59;6;Equipment Fault;REA;General;PLC ;Tras el fallo en la secuencia anterior, al dar la vuelta los pallets comenzo a tener problemas, colocando piezas sobre pallets que estaban completos, se tuvo que revisar y borrar,,,
2025-04-05;REA;Actuadores;3140CA027;08:10;08:25;15;Quality;USW;General;Scrapbox full;Mucho material de retrabajo NOK,,,,,,
2025-04-05;REA;Actuadores;3140CA027;08:58;09:09;11;Quality;USW;General;Scrapbox full;Mucho material de retrabajo NOK,,,,,,
2025-04-07;REA;Actuadores;3140CS022;09:00;09:05;5;Equipment Fault;CAW;CPA;Vision system;crank mal posicion para el sistema de vision,,,,,,
2025-04-07;REA;Actuadores;3140CS022;09:10;09:11;1;Equipment Fault;Main conveyor;Main conveyor;Singulator NOK;pallet atorado por singulator,,,,,,
2025-04-05;REA;Actuadores;3140CS022;14:30;15:00;30;Quality;REA;General;Change Over;Esperando liberacion,,,,,,
2025-04-05;REA;Actuadores;3140CS022;12:40;14:30;110;Maintenance;REA;General;Change Over;Set up gm22,,,,,,
2025-04-05;REA;Actuadores;3140CA027;10:36;10:46;10;Quality;USW;General;Scrapbox full;Mucho material de retrabajo NOK,,,,,,
2025-04-07;REA;Actuadores;3140CS022;07:00;08:00;60;Quality;EOL;General;Scrapbox full;Scrapbox full, EOL, CAW, USW y general,,,
2025-04-07;REA;Actuadores;3140CS022;08:20;08:25;5;Maintenance;REA;General;;Test Italy, updated PLC for new mag and press,,,,,
2025-04-07;REA;Actuadores;3140CS022;09:30;11:30;120;Equipment Fault;EOL;St1;PTC;Jig 5 falla continua, se cambian pines y jig y falla continua, pendiente soporte ITALIA,,,,
2025-04-07;REA;Actuadores;3140CS022;11:40;11:50;10;Equipment Fault;EOL;Jigs;Pogopins;Se rompe cable de pin,,,,,,
2025-04-07;REA;Actuadores;3140CS022;12:00;12:08;8;Equipment Fault;CAW;Jig/Index;Ingun actuator;Ingun causa actuador se incline y robot falle insecion de crank,,,,,,
2025-04-07;REA;Actuadores;3140CS022;13:10;15:00;110;Equipment Fault;Robots;R80;Safety system;Falla CAW, se queda trabada, Robot se queda con alarma de safety enclavada,,,,
2025-04-07;REA;Actuadores;3140CS022;11:50;12:00;10;Equipment Fault;Robots;R80;Incorrect pick/place;Pick NOk 3n EOL, se ajusta posicion,,,,,
2025-04-07;REA;Actuadores;3140CS022;17:28;17:30;2;Equipment Fault;Robots;R80;Module error;no abre gripper,,,,,,
2025-04-03;REA;Actuadores;3140CS022;16:00;16:20;20;Equipment Fault;Main conveyor;General;;elevador mo sebe,,,,,,
2025-04-03;REA;Actuadores;3140CS022;16:27;16:29;2;Equipment Fault;731;731;Presence sensor;pin doble,,,,,,
2025-04-03;REA;Actuadores;3140CS022;16:35;16:37;2;Equipment Fault;Main conveyor;General;NOK material;piston no abre,,,,,,
2025-04-03;REA;Actuadores;3140CS022;16:46;16:55;9;Equipment Fault;731;731;Feed piston;pallet no abanza,,,,,,
2025-04-07;REA;Actuadores;3140CS022;15:00;16:00;60;Equipment Fault;Robots;R80;Module error;R80 no arranca,,,,,,
2025-04-07;REA;Actuadores;3140CS022;16:00;16:07;7;Equipment Fault;Robots;R65;Waiting for spare part;MSA restort,,,,,,
2025-04-07;REA;Actuadores;3140CS022;16:15;16:17;2;Equipment Fault;620;620;Presence sensor;motor invertido,,,,,,
2025-04-07;REA;Actuadores;3140CS022;17:00;17:06;6;Quality;EOL;General;Scrapbox full;scrap,,,,,,
2025-04-07;REA;Actuadores;3140CS022;16:35;16:39;4;Equipment Fault;CAW;General;Waiting for spare part;se alinea mesa,,,,,,
2025-04-07;REA;Actuadores;3140CS022;16:47;16:49;2;Quality;Main conveyor;Main conveyor;Singulator NOK;sing 25 no libera pallet vacio,,,,,,
2025-04-07;REA;Actuadores;3140CS022;17:31;17:34;3;Equipment Fault;CAW;Jig/Index;Index not in home;St 1 falla insersion,,,,,,
2025-04-07;REA;Actuadores;3140CS022;17:55;18:15;20;Equipment Fault;CAW;Jig/Index;Presence sensor;no inicia CAW,,,,,,
2025-04-07;REA;Actuadores;3140CS022;18:25;18:27;2;Production;MAT;St3;INTOCO;NO tenia tornillo tolba,,,,,,
2025-04-07;REA;Actuadores;3140CS022;10:40;10:45;5;Production;REA;General;Checklist;Checklist,,,,,,
2025-04-07;REA;Actuadores;3140CS022;10:48;10:53;5;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Pallet atorado por locking,,,,,,
2025-04-07;REA;Actuadores;3140CS022;23:10;23:13;3;Equipment Fault;Robots;R65;Gripper/tool adjustments;Gripper no abria correctamente,,,,,,
2025-04-07;REA;Actuadores;3140CS022;23:38;12:59;-639;Equipment Fault;Robots;R80;Incorrect pick/place;Robot no no ponia la pieza correctamente en 970, se ajusta gripper,,,,,
