fecha;area;linea;pn;hora_paro;hora_arranque;diferencia_minutos;categoria;estacion;modo_falla;descripcion_modo_falla;descripcion;paro_programado;ajuste_proceso
2025-04-09;REA;Actuadores;3140CS022;22:00;22:02;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;blister atorado,,,,,,;no;no
2025-04-09;REA;Actuadores;3140CS022;22:20;22:24;4;Equipment Fault;EOL;General;Waiting for spare part;CRIO,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;15:18;15:20;2;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;15:49;15:52;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;blister en riel tapando sensor,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;16:29;16:31;2;Equipment Fault;Robots;R80;Waiting for spare part;gripper no abre,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;17:04;17:07;3;Equipment Fault;MAT;St3;INTOCO;sin tornillo,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;17:09;17:12;3;Equipment Fault;Robots;R75;Waiting for spare part;gripper no abre,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;17:34;17:36;2;Quality;Robots;R75;Waiting for spare part;gripper no abre,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;17:59;18:03;4;Equipment Fault;731;731;Feed piston;pin caido,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;18:14;18:16;2;Equipment Fault;731;731;Feed piston;body atorado en 731,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;18:57;19:00;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;blister atorado,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;19:14;19:16;2;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;tornillo flojo,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;19:36;19:38;2;Equipment Fault;731;731;Feed piston;pin atorado,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;20:45;20:47;2;Equipment Fault;Robots;R80;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;20:52;20:55;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;piston de cover no abre,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;21:05;21:08;3;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;blister atorado,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;21:22;21:25;3;Equipment Fault;731;731;Feed piston;pin caido,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;21:28;21:31;3;Equipment Fault;Robots;R75;Waiting for spare part;ogiva caida,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;21:58;22:00;2;Equipment Fault;Robots;R38;Waiting for spare part;motor al revez,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;23:01;23:10;9;Production;REA;General;Checklist;Checklist,,,,,,;si;no
2025-04-10;REA;Actuadores;3140CS022;23:18;23:20;2;Equipment Fault;915;915;Missing ogive;OJIVA CAIDA,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;23:55;23:57;2;Equipment Fault;731;731;Presence sensor;No detectaba pieza,,,,,,;no;no
2025-04-10;REA;Actuadores;3140CS022;00:02;00:04;2;Production;Aux;710;NOK material;Motor al reves,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;00:12;00:17;5;Production;CHW;Consumables;Chip reel;Cambio de rollo de chip,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;01:15;04:25;190;Maintenance;REA;General;Scheduled maintenance;Paro programado por Italia,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;04:47;04:49;2;Equipment Fault;Robots;R70;Vacuum system;Vacuum off,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;04:35;04:38;3;Equipment Fault;Robots;R75;Incorrect pick/place;Robot no ensambla correctamente el cover,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;05:15;05:18;3;Equipment Fault;Robots;R75;Gripper/tool adjustments;R75 no abre gripper correctamente  despues de ensamblar cover,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;06:19;06:23;4;Equipment Fault;Robots;R70;Vacuum system;Cambio de ventosas,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CS022;06:39;06:42;3;Equipment Fault;MAT;St3;Feeder;St 3 time out, tornillo atorado en feeder lineal,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;07:00;07:15;15;Equipment Fault;REA;General;Checklist;checklist y entrega de muestras,,,,,,;si;no
2025-04-11;REA;Actuadores;3140CA029;07:36;07:40;4;Maintenance;EOL;General;TBD;ciclo de trabaj lento, reinicio de crio y ps,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;07:58;07:59;1;Equipment Fault;Conveyors;C31;Presence sensor;blister atorado,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;08:19;08:21;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;08:41;08:42;1;Equipment Fault;Robots;R75;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;10:25;11:40;75;Equipment Fault;Robots;R75;Incorrect pick/place;ajuste de posicion pick,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;11:50;11:54;4;Equipment Fault;EOL;St4;CRIO NOK;reinicio de crio,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;12:02;12:03;1;Equipment Fault;915;915;Dart sensor;ogiva caida,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;12:30;12:40;10;Equipment Fault;Robots;R75;Software/PC;se ajusto velocidad en unir cover con body,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;13:20;13:23;3;Equipment Fault;CAW;CPA;Feeder;crank atorado en riel,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;15:13;15:18;5;Equipment Fault;EOL;General;Waiting for spare part;reset crio,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;23:00;23:15;15;Equipment Fault;CHW;St4;Pressor;Soldadura inestable, scrap alto. Ajustes pressor, samlight,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;23:35;23:37;2;Quality;CHW;General;Scrapbox full;Scrapbox full,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;00:10;00:17;7;Equipment Fault;Robots;R80;Gripper/tool adjustments;Pieza se cae del gripper 2 entre el trayecto de CAW a EOL, repetitivo. Ajuste mecanico del gripper,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;00:22;00:25;3;Production;MAT;General;Blister NOK/Wrong PN;Sin tornillo,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;00:18;00:21;3;Equipment Fault;EOL;General;Software/PC;Proceso lento, reinicio nde app, latencia acumulada,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;00:24;00:35;11;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper 2 se atasca o suelta pieza, multiples ajustes hasta que quede funcional,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;01:09;01:14;5;Equipment Fault;CHW;Consumables;Chip reel;Cambio de rollo de chip,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;01:16;01:20;4;Production;Conveyors;General;Blister NOK/Wrong PN;Blister equivocado en linea,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;02:52;03:44;52;Quality;CHW;General;NOK material;Cover con variacion en cavidad 2A causa alto scrap. Se revisa scrap, se sortea para hacer pruebas, se corre una muestra comprobando que el defecto se presenta unicamente en ese cover,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;03:55;04:02;7;Equipment Fault;620;620;Tool ;Prensa levanta cover 3 veces,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;05:10;05:16;6;Equipment Fault;CCC;General;Software/PC;No responde app termocamara,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;02:34;02:43;9;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper se resbala la pieza, se pone cinta para mayor fuerza,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;06:30;06:36;6;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;Tornillos flojos evitan que el cilindro slide table regrese a posicion,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;05:47;05:51;4;Equipment Fault;USW;General;NOK material;Body con bushing NOK se atora en sonotrodo,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;07:10;07:11;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;07:20;07:21;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;08:19;08:20;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;cover con lip seal retainer mal moldeado,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;07:30;07:40;10;Equipment Fault;Robots;R80;Electrical system;falso contacto en sensor de gripper 3,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;08:25;08:26;1;Equipment Fault;USW;St14;Lower Jig;limpieza de jig,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;08:28;08:30;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;08:34;08:35;1;Equipment Fault;Main conveyor;Main conveyor;Lift;no subio lift por pallet atorados,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;08:47;08:49;2;Quality;CHW;St1;DM reader;cover sin DM,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;09:03;09:33;30;Equipment Fault;CHW;St3;Thermodo;ajuste lineal de termodo,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;10:10;10:38;28;Equipment Fault;CHW;St3;Thermodo;ajustes para reducur scrap,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;11:02;11:03;1;Equipment Fault;915;915;Missing ogive;Ogiva caida,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;11:25;11:26;1;Maintenance;CHW;Consumables;Argon;Cambio de Argon,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;11:35;11:36;1;Maintenance;CHW;St4;Pressor;Limpieza de pines por mala soldadura,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;11:51;11:53;2;Quality;CHW;General;Scrapbox full;Scrapbox full,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;11:55;11:56;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;Motion sup,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;12:20;12:30;10;Equipment Fault;CHW;St4;Pressor;Ajuste alto scrap,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;12:32;12:33;1;Equipment Fault;915;915;Missing ogive;Ogiva caida,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;13:02;13:03;1;Equipment Fault;CHW;St3;Thermodo;Limpieza heat stake,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;13:12;13:13;1;Maintenance;MAT;Consumables;Grease;Cambio de grasa,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;13:41;13:42;1;Equipment Fault;Main conveyor;Main conveyor;RFID Reader;Pallet atorado 915,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;13:50;13:51;1;Equipment Fault;Robots;R70;Incorrect pick/place;Gear mal colocado,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;14:00;15:00;60;Equipment Fault;CHW;St4;Pressor;Alto scrap, ajuste mala soldadura,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;15:00;15:30;30;Equipment Fault;CHW;St4;Pressor;Cambio de pines en pressor y ajuste,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;16:15;16:25;10;Equipment Fault;Robots;R33;Motion supervision/Joint collision;Robot choca con jig por pieza plastica defectuosa de moldeo, ocaciona choque el cover al dejarlo,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;16:30;16:40;10;Equipment Fault;CAW;Jig/Index;Index not in home;Falla insercion por mesa desalineada,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;16:45;16:47;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper 1 no abre,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;16:50;16:55;5;Equipment Fault;Main conveyor;Main conveyor;Lift;Pallet no avanza cuando esta en el lift,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;18:13;18:15;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper 1 no abre,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;18:16;18:18;2;Equipment Fault;EOL;General;Safety system;Interrupcion de cortina de seguridad despues de una intervencion en la linea ocaciona timeout en st4,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;18:26;18:28;2;Production;MAT;St3;Feeder;Se llena en exceso el feeder de tornillo,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;20:14;20:17;3;Equipment Fault;CHW;St3;Thermodo;Limpieza de heat stake (exceso de material adherido),,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;20:18;20:24;6;Maintenance;CCC;Consumables;Resin;Cambio de recipiente con resina,,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;22:31;22:53;22;Equipment Fault;CHW;St3;Thermodo;Scrap alto por heatstake NOK, se continua intervencion desde turno anterior. ajuste termodo,,,,,;no;no
2025-04-11;REA;Actuadores;3140CA029;19:30;22:30;180;Equipment Fault;CHW;St3;Thermodo;Alto scrap ajuste,,,,,,;no;no
2025-04-12;REA;Actuadores;3140CA029;11:53;11:55;2;Equipment Fault;620;620;Tool ;Prensa levanta pieza, no avanza secuencia al esperar,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;15:45;15:47;2;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;15:50;15:51;1;Equipment Fault;Robots;R70;Vacuum system;no agarra gear,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;16:57;16:59;2;Equipment Fault;Robots;R80;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;17:04;17:06;2;Equipment Fault;731;731;Feed piston;pin caido,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;17:10;17:12;2;Equipment Fault;Robots;R80;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;17:15;17:16;1;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper y no deja cover,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;17:22;17:24;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;ogiva caida,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;18:03;18:05;2;Equipment Fault;731;731;Feed piston;no pone pin,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;18:13;18:15;2;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;18:28;18:30;2;Equipment Fault;Robots;R75;NOK material;no abre gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;18:50;19:00;10;Quality;Main conveyor;Main conveyor;Inductive sensor;piston no bajaba,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;19:51;19:54;3;Maintenance;CHW;General;Waiting for spare part;limpieza de pines,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;20:31;20:33;2;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;20:54;20:58;4;Equipment Fault;CHW;St2;Vacuum system;chip atorado,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;21:10;21:22;12;Maintenance;Robots;R70;Waiting for spare part;soporte suelto (se capo um tornillo de la base),,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;22:30;22:45;15;Equipment Fault;915;915;Vision system;Robot choca con camara y pierde alineacion,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;22:48;22:58;10;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-04-14;REA;Actuadores;3140CA029;23:26;23:32;6;Equipment Fault;Robots;R75;Gripper/tool adjustments;Falla repetitiva al ensamblar cover, gripper no tiene buen agarre,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;00:13;00:16;3;Maintenance;CHW;Consumables;Chip reel;Cambio chip,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;00:16;00:18;2;Maintenance;CHW;Consumables;Argon;Cambio argon,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;01:07;01:10;3;Quality;USW;St14;Lower Jig;Scrap por suciedad en jig,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;01:54;02:00;6;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper se atora constantemente, ajuste mecanico,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;07:00;07:40;40;Quality;REA;General;SOP;Liberacion calidad,,,,,,;si;no
2025-04-14;REA;Actuadores;3140CA029;07:58;07:58;0;Quality;Aux;805;NOK material;Defecto en gear,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;09:12;09:20;8;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper no abre correctamente,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;09:26;09:27;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper se atasca,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;09:33;09:34;1;Maintenance;CHW;Consumables;Argon;Cambio argon,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;09:49;09:50;1;Equipment Fault;CAW;Jig/Index;Ingun actuator;Sensor no detecta fin de carrera del cilindro,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;11:31;11:37;6;Equipment Fault;CAW;Jig/Index;Ingun actuator;Ajuste sensor ingun jig 3,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;11:45;11:50;5;Equipment Fault;Robots;R80;Gripper/tool adjustments;Gripper no abre correctamente,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;12:20;12:23;3;Maintenance;REA;General;Checklist;Checlist,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;12:36;12:37;1;Equipment Fault;Robots;R80;Gripper/tool adjustments;No abre,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;12:41;12:43;2;Equipment Fault;Robots;R80;Gripper/tool adjustments;Lubricacion de cilindro por falla repetitiva del gripper,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;13:01;13:03;2;Equipment Fault;USW;St14;Lower Jig;Limpieza por scrap,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;13:10;13:12;2;Equipment Fault;Robots;R80;Motion supervision/Joint collision;Gripper 1 no abre,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;14:25;14:28;3;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-04-14;REA;Actuadores;3140CA029;14:29;14:31;2;Equipment Fault;915;915;Missing ogive;Ogiva caida,,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;14:47;14:49;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;Falla al ensamblar, se atasca gripper,,,,,;no;no
2025-04-14;REA;Actuadores;3140CA029;15:59;16:00;1;Maintenance;CHW;Consumables;Argon;cambio de tambo,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;16:30;16:32;2;Equipment Fault;Robots;R38;Waiting for spare part;motor al revez,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;16:48;16:51;3;Equipment Fault;EOL;St2;Gripper NOK;pieza nok,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;16:56;17:02;6;Maintenance;CHW;Consumables;Chip reel;cambio,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;17:14;17:16;2;Production;Robots;R38;Waiting for spare part;motor al revez (se reviso blister y se enconto masa de la mitad con la misma condicion, de eigalmanera en los blister a pasar.,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;17:40;17:42;2;Equipment Fault;731;731;Feed piston;pin caido,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;17:57;18:01;4;Maintenance;Conveyors;General;Waiting for spare part;pallet atorado,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;18:28;18:35;7;Maintenance;CAW;Jig/Index;Presence sensor;ajuiaste de alineaccion de mesa,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;19:40;19:45;5;Maintenance;CHW;St4;Pressor;cambio de pines,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;19:52;19:55;3;Equipment Fault;Robots;R65;Waiting for spare part;no agarra gear,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;20:09;20:12;3;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;20:31;20:36;5;Quality;Robots;R80;Waiting for spare part;atorado con una pieza,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;21:06;21:08;2;Equipment Fault;Robots;R75;Waiting for spare part;no abre gripper,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;21:11;21:14;3;Production;MAT;St3;Feeder;sin tornillo,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;21:30;21:32;2;Production;Robots;R38;Waiting for spare part;motor al revez,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;21:54;21:56;2;Equipment Fault;Main conveyor;Main conveyor;Inductive sensor;ajuste en conveyor,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;22:00;22:05;5;Quality;CHW;General;Scrapbox full;scrap lleno,,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;22:30;22:39;9;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-04-15;REA;Actuadores;3140CA029;22:39;22:50;11;Equipment Fault;CHW;St4;Pressor;Scrap alto soldadura NOK, se toma desde el turno anterior,,,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;23:06;23:32;26;Equipment Fault;CHW;St4;Pressor;Soldadura inestable, se cambia goma de pressor, limpieza del lente, ajustes samlight,,,;no;no
2025-04-15;REA;Actuadores;3140CA029;23:01;23:06;5;Quality;CHW;General;Scrapbox full;Esperando a calidad,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;00:22;00:25;3;Equipment Fault;Main conveyor;Main conveyor;Lift;Pallet atorado en lift zona 2,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;02:09;02:16;7;Equipment Fault;Main conveyor;Main conveyor;Lift;Sensor del lift Z3-4 no detecta correctamente, causa pallets caer y acumularse. Se acomodan todos los pallets, se ajusta posicion y set del sensor,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;03:23;03:25;2;Equipment Fault;Robots;R75;Gripper/tool adjustments;Falla al ensamblar se atasca gripper 1,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;03:39;03:44;5;Equipment Fault;CHW;St4;Pressor;Ajuste por scrap alto,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;04:01;04:12;11;Maintenance;REA;General;Checklist;Checklist,,,,,,;si;no
2025-04-16;REA;Actuadores;3140CA029;04:15;04:46;31;Equipment Fault;CHW;St4;Pressor;Soldadura inestable, multiples ajustes, no se mantiene,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;05:06;05:21;15;Equipment Fault;CHW;St4;IPG/Samlight;Continua sin mantenerse por tiempo prologando la soldadura OK. Se cambia protector del laser,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;05:30;05:32;2;Equipment Fault;915;915;Missing ogive;Ogiva caida,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;05:36;05:38;2;Equipment Fault;Robots;R70;Vacuum system;Se reemplaza ventosas,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;06:07;06:12;5;Equipment Fault;CAW;CPA;Feeder;Crank atascadob en salida de bowl, feeder lineal vacio,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;06:24;06:29;5;Equipment Fault;CAW;CPA;Feeder;Crank atascado,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;06:40;06:50;10;Equipment Fault;Robots;R75;Gripper/tool adjustments;Falla continua, se coloca cinta en gripper para compensar la falta de grip,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;07:00;07:28;28;Quality;REA;General;Test approval;liberacion y checklist,,,,,,;si;no
2025-04-16;REA;Actuadores;3140CA029;07:38;07:40;2;Equipment Fault;MAT;St5;Axis not in home;axis no deja girar mesa,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;07:51;07:52;1;Equipment Fault;Robots;R75;Motion supervision/Joint collision;,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;08:25;08:30;5;Equipment Fault;CAW;CPA;Feeder;crank invertido,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;08:33;08:35;2;Equipment Fault;Robots;R70;Vacuum system;cambio de ventosas,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;08:38;08:40;2;Quality;CCC;General;Scrapbox full;cover atorado en sensor, marcaba full box,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;08:52;08:54;2;Equipment Fault;Main conveyor;Main conveyor;Lift;ajuste de sensor lift,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;09:21;09:31;10;Equipment Fault;EOL;St4;CRIO NOK;reinicio de crio,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;09:43;09:46;3;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;locking 620 tornillos flojos, se atoraba al abrir cilindro,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;10:15;10:16;1;Equipment Fault;Robots;R75;Gripper/tool adjustments;se puso cinta a gripper,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;10:28;10:30;2;Equipment Fault;Robots;R80;Motion supervision/Joint collision;,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;10:47;10:50;3;Equipment Fault;EOL;St4;CRIO NOK;reinicio de crio,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;11:06;11:07;1;Equipment Fault;731;731;Feed piston;pin inclinado,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;11:25;11:27;2;Equipment Fault;915;915;Dart sensor;ogiva caida,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;12:10;12:11;1;Equipment Fault;EOL;Jigs;Ingun actuator;no detecto sensor,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;12:16;12:17;1;Equipment Fault;Main conveyor;Main conveyor;Lock NOK;ajuste tornillos locking (620),,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;12:38;12:40;2;Maintenance;CHW;Consumables;Chip reel;cambio de chip,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;13:20;13:30;10;Equipment Fault;Robots;R80;Gripper/tool adjustments;no abrio gripper,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;13:45;13:50;5;Quality;CHW;General;Scrapbox full;,,,,,,;no;no
2025-04-16;REA;Actuadores;3140CA029;15:00;15:10;10;Quality;MAT;General;Scrapbox full;Scrapbox,,,,,,;no;no
